,No_Die,Ox_Chamber,photo_soft_Chamber,lithography_Chamber,Etching_Chamber,Chamber_Num,Sum,Target
764,NOLSM236920,2,1,3,1,1,21311,78
765,NOLSM683268,2,1,3,1,1,21311,96
766,NOLSM5852218,2,1,3,1,1,21311,51
767,NOLSM784301,2,1,3,1,1,21311,222
768,NOLSM734285,2,1,3,1,1,21311,156
769,NOLSM2861116,2,1,3,1,1,21311,50
770,NOLSM107426107,2,1,3,2,2,21322,79
771,NOLSM8303120830,2,1,3,2,2,21322,12
772,NOLSM8363126836,2,1,3,2,2,21322,15
773,NOLSM104423104,2,1,3,2,2,21322,102
774,NOLSM8333123833,2,1,3,2,2,21322,84
775,NOLSM5932226593,2,1,3,2,2,21322,54
776,NOLSM5902223590,2,1,3,2,2,21322,87
777,NOLSM5872220587,2,1,3,2,2,21322,75
778,NOLSM3501326350,2,1,3,2,2,21322,60
779,NOLSM3471323347,2,1,3,2,2,21322,134
780,NOLSM101420101,2,1,3,2,2,21322,102
781,NOLSM3441320344,2,1,3,2,2,21322,174
782,NOLSM6592511,2,1,3,3,3,21333,336
783,NOLSM4571725,2,1,3,3,3,21333,123
784,NOLSM3621411,2,1,3,3,3,21333,93
785,NOLSM760294,2,1,3,3,3,21333,207
786,NOLSM8373127837,2,1,3,3,3,21333,207
787,NOLSM5091923,2,1,3,3,3,21333,21
788,NOLSM161626,2,1,3,3,3,21333,135
789,NOLSM8343124834,2,1,3,3,3,21333,30
790,NOLSM11111,2,1,3,3,3,21333,72
791,NOLSM3481324348,2,1,3,3,3,21333,129
792,NOLSM8313121831,2,1,3,3,3,21333,159
793,NOLSM10951,2,1,3,3,3,21333,156
794,NOLSM3511327351,2,1,3,3,3,21333,74
795,NOLSM710278,2,1,3,3,3,21333,150
796,NOLSM3451321345,2,1,3,3,3,21333,177
797,NOLSM410165,2,1,3,3,3,21333,57
798,NOLSM210821,2,1,3,3,3,21333,72
799,NOLSM105424105,2,1,3,3,3,21333,121
800,NOLSM102421102,2,1,3,3,3,21333,68
801,NOLSM2591016,2,1,3,3,3,21333,230
802,NOLSM5882221588,2,1,3,3,3,21333,81
803,NOLSM5912224591,2,1,3,3,3,21333,120
804,NOLSM5942227594,2,1,3,3,3,21333,84
805,NOLSM6238,2,1,3,3,3,21333,99
806,NOLSM108427108,2,1,3,3,3,21333,146
807,NOLSM6112317,2,1,3,3,3,21333,270
808,NOLSM8093026,2,1,3,3,3,21333,39
809,NOLSM5592119,2,1,3,3,3,21333,36
810,NOLSM352141352,2,2,1,1,1,22111,90
811,NOLSM11557115,2,2,1,1,1,22111,151
812,NOLSM37210,2,2,1,1,1,22111,69
813,NOLSM11254112,2,2,1,1,1,22111,116
814,NOLSM10951109,2,2,1,1,1,22111,156
815,NOLSM436174,2,2,1,1,1,22111,71
816,NOLSM6352414,2,2,1,1,1,22111,63
817,NOLSM595231595,2,2,1,1,1,22111,30
818,NOLSM598234598,2,2,1,1,1,22111,75
819,NOLSM186724,2,2,1,1,1,22111,71
820,NOLSM601237601,2,2,1,1,1,22111,84
821,NOLSM5862219,2,2,1,1,1,22111,66
822,NOLSM5352022,2,2,1,1,1,22111,258
823,NOLSM4831824,2,2,1,1,1,22111,45
824,NOLSM8343124,2,2,1,1,1,22111,90
825,NOLSM3381314,2,2,1,1,1,22111,171
826,NOLSM838321838,2,2,1,1,1,22111,96
827,NOLSM237921,2,2,1,1,1,22111,124
828,NOLSM13661,2,2,1,1,1,22111,105
829,NOLSM684269,2,2,1,1,1,22111,141
830,NOLSM844327844,2,2,1,1,1,22111,117
831,NOLSM785302,2,2,1,1,1,22111,213
832,NOLSM386158,2,2,1,1,1,22111,125
833,NOLSM735286,2,2,1,1,1,22111,117
834,NOLSM841324841,2,2,1,1,1,22111,78
835,NOLSM355144355,2,2,1,1,1,22111,88
836,NOLSM358147358,2,2,1,1,1,22111,161
837,NOLSM2871117,2,2,1,1,1,22111,109
838,NOLSM8645,2,2,1,1,1,22111,102
839,NOLSM356145356,2,2,1,2,2,22122,95
840,NOLSM11052110,2,2,1,2,2,22122,200
841,NOLSM11355113,2,2,1,2,2,22122,203
842,NOLSM11658116,2,2,1,2,2,22122,79
843,NOLSM845328845,2,2,1,2,2,22122,42
844,NOLSM353142353,2,2,1,2,2,22122,117
845,NOLSM359148359,2,2,1,2,2,22122,145
846,NOLSM839322839,2,2,1,2,2,22122,117
847,NOLSM599235599,2,2,1,2,2,22122,138
848,NOLSM842325842,2,2,1,2,2,22122,57
849,NOLSM602238602,2,2,1,2,2,22122,30
850,NOLSM596232596,2,2,1,2,2,22122,48
851,NOLSM711279,2,2,1,3,3,22133,156
852,NOLSM597233597,2,2,1,3,3,22133,15
853,NOLSM603239603,2,2,1,3,3,22133,48
854,NOLSM357146357,2,2,1,3,3,22133,218
855,NOLSM3631412,2,2,1,3,3,22133,76
856,NOLSM6602512,2,2,1,3,3,22133,228
857,NOLSM11759117,2,2,1,3,3,22133,117
858,NOLSM11456114,2,2,1,3,3,22133,168
859,NOLSM11153111,2,2,1,3,3,22133,93
860,NOLSM600236600,2,2,1,3,3,22133,54
861,NOLSM2601017,2,2,1,3,3,22133,124
862,NOLSM211822,2,2,1,3,3,22133,282
863,NOLSM761295,2,2,1,3,3,22133,354
864,NOLSM840323840,2,2,1,3,3,22133,60
865,NOLSM411166,2,2,1,3,3,22133,136
866,NOLSM3111214,2,2,1,3,3,22133,97
867,NOLSM4581726,2,2,1,3,3,22133,77
868,NOLSM360149360,2,2,1,3,3,22133,151
869,NOLSM8103027,2,2,1,3,3,22133,15
870,NOLSM12112,2,2,1,3,3,22133,215
871,NOLSM162627,2,2,1,3,3,22133,135
872,NOLSM846329846,2,2,1,3,3,22133,84
873,NOLSM354143354,2,2,1,3,3,22133,180
874,NOLSM843326843,2,2,1,3,3,22133,69
875,NOLSM6102316610,2,2,2,1,1,22211,225
876,NOLSM3641413364,2,2,2,1,1,22211,65
877,NOLSM6072313607,2,2,2,1,1,22211,126
878,NOLSM124516124,2,2,2,1,1,22211,94
879,NOLSM121513121,2,2,2,1,1,22211,62
880,NOLSM6042310604,2,2,2,1,1,22211,15
881,NOLSM3671416367,2,2,2,1,1,22211,54
882,NOLSM118510118,2,2,2,1,1,22211,119
883,NOLSM8473210847,2,2,2,1,1,22211,105
884,NOLSM3611410361,2,2,2,1,1,22211,110
885,NOLSM8503213850,2,2,2,1,1,22211,42
886,NOLSM8746,2,2,2,2,2,22222,35
887,NOLSM13762,2,2,2,2,2,22222,103
888,NOLSM6852610,2,2,2,2,2,22222,129
889,NOLSM212823,2,2,2,2,2,22222,50
890,NOLSM3641413,2,2,2,2,2,22222,65
891,NOLSM5101924,2,2,2,2,2,22222,24
892,NOLSM786303,2,2,2,2,2,22222,138
893,NOLSM187725,2,2,2,2,2,22222,66
894,NOLSM3621411362,2,2,2,2,2,22222,93
895,NOLSM2611018,2,2,2,2,2,22222,142
896,NOLSM8513214851,2,2,2,2,2,22222,24
897,NOLSM5362023,2,2,2,2,2,22222,156
898,NOLSM6339,2,2,2,2,2,22222,75
899,NOLSM412167,2,2,2,2,2,22222,234
900,NOLSM3391315,2,2,2,2,2,22222,87
901,NOLSM3681417368,2,2,2,2,2,22222,84
902,NOLSM238922,2,2,2,2,2,22222,145
903,NOLSM11052,2,2,2,2,2,22222,200
904,NOLSM8353125,2,2,2,2,2,22222,108
905,NOLSM16371,2,2,2,2,2,22222,96
906,NOLSM6112317611,2,2,2,2,2,22222,270
907,NOLSM6612513,2,2,2,2,2,22222,300
908,NOLSM6122318,2,2,2,2,2,22222,105
909,NOLSM3651414365,2,2,2,2,2,22222,53
910,NOLSM4591727,2,2,2,2,2,22222,129
911,NOLSM6082314608,2,2,2,2,2,22222,75
912,NOLSM5602120,2,2,2,2,2,22222,63
913,NOLSM4841825,2,2,2,2,2,22222,57
914,NOLSM762296,2,2,2,2,2,22222,9
915,NOLSM6052311605,2,2,2,2,2,22222,201
916,NOLSM8483211848,2,2,2,2,2,22222,78
917,NOLSM6362415,2,2,2,2,2,22222,150
918,NOLSM3121215,2,2,2,2,2,22222,86
919,NOLSM119511119,2,2,2,2,2,22222,235
920,NOLSM38211,2,2,2,2,2,22222,128
921,NOLSM5872220,2,2,2,2,2,22222,75
922,NOLSM2881118,2,2,2,2,2,22222,69
923,NOLSM437175,2,2,2,2,2,22222,50
924,NOLSM811311,2,2,2,2,2,22222,18
925,NOLSM122514122,2,2,2,2,2,22222,39
926,NOLSM7122710,2,2,2,2,2,22222,93
927,NOLSM13113,2,2,2,2,2,22222,89
928,NOLSM736287,2,2,2,2,2,22222,123
929,NOLSM387159,2,2,2,2,2,22222,129
930,NOLSM125517125,2,2,2,2,2,22222,89
931,NOLSM3631412363,2,2,2,3,3,22233,76
932,NOLSM126518126,2,2,2,3,3,22233,50
933,NOLSM3661415366,2,2,2,3,3,22233,127
934,NOLSM6122318612,2,2,2,3,3,22233,105
935,NOLSM6062312606,2,2,2,3,3,22233,231
936,NOLSM3691418369,2,2,2,3,3,22233,30
937,NOLSM120512120,2,2,2,3,3,22233,126
938,NOLSM8523215852,2,2,2,3,3,22233,84
939,NOLSM8493212849,2,2,2,3,3,22233,42
940,NOLSM123515123,2,2,2,3,3,22233,98
941,NOLSM6092315609,2,2,2,3,3,22233,84
942,NOLSM763297,2,2,3,1,1,22311,12
943,NOLSM3131216,2,2,3,1,1,22311,59
944,NOLSM16472,2,2,3,1,1,22311,79
945,NOLSM127519127,2,2,3,1,1,22311,75
946,NOLSM6132319613,2,2,3,1,1,22311,87
947,NOLSM6162322616,2,2,3,1,1,22311,72
948,NOLSM6192325619,2,2,3,1,1,22311,225
949,NOLSM213824,2,2,3,1,1,22311,82
950,NOLSM64310,2,2,3,1,1,22311,181
951,NOLSM3701419370,2,2,3,1,1,22311,48
952,NOLSM3731422373,2,2,3,1,1,22311,84
953,NOLSM460181,2,2,3,1,1,22311,48
954,NOLSM3761425376,2,2,3,1,1,22311,74
955,NOLSM5612121,2,2,3,1,1,22311,48
956,NOLSM3651414,2,2,3,1,1,22311,53
957,NOLSM6622514,2,2,3,1,1,22311,195
958,NOLSM413168,2,2,3,1,1,22311,159
959,NOLSM11153,2,2,3,1,1,22311,93
960,NOLSM130522130,2,2,3,1,1,22311,127
961,NOLSM6132319,2,2,3,1,1,22311,87
962,NOLSM812312,2,2,3,1,1,22311,126
963,NOLSM2621019,2,2,3,1,1,22311,88
964,NOLSM133525133,2,2,3,1,1,22311,59
965,NOLSM5111925,2,2,3,1,1,22311,18
966,NOLSM14114,2,2,3,1,1,22311,104
967,NOLSM7132711,2,2,3,1,1,22311,60
968,NOLSM3711420371,2,2,3,2,2,22322,15
969,NOLSM128520128,2,2,3,2,2,22322,104
970,NOLSM3771426377,2,2,3,2,2,22322,83
971,NOLSM6172323617,2,2,3,2,2,22322,99
972,NOLSM6202326620,2,2,3,2,2,22322,51
973,NOLSM6142320614,2,2,3,2,2,22322,105
974,NOLSM3741423374,2,2,3,2,2,22322,120
975,NOLSM134526134,2,2,3,2,2,22322,111
976,NOLSM131523131,2,2,3,2,2,22322,96
977,NOLSM737288,2,2,3,3,3,22333,99
978,NOLSM8847,2,2,3,3,3,22333,169
979,NOLSM6152321615,2,2,3,3,3,22333,123
980,NOLSM3721421372,2,2,3,3,3,22333,184
981,NOLSM6212327621,2,2,3,3,3,22333,186
982,NOLSM6182324618,2,2,3,3,3,22333,75
983,NOLSM3881510,2,2,3,3,3,22333,85
984,NOLSM3751424375,2,2,3,3,3,22333,215
985,NOLSM787304,2,2,3,3,3,22333,219
986,NOLSM13863,2,2,3,3,3,22333,102
987,NOLSM5372024,2,2,3,3,3,22333,90
988,NOLSM188726,2,2,3,3,3,22333,163
989,NOLSM8363126,2,2,3,3,3,22333,105
990,NOLSM6862611,2,2,3,3,3,22333,111
991,NOLSM6372416,2,2,3,3,3,22333,72
992,NOLSM2891119,2,2,3,3,3,22333,170
993,NOLSM4851826,2,2,3,3,3,22333,12
994,NOLSM39212,2,2,3,3,3,22333,129
995,NOLSM239923,2,2,3,3,3,22333,61
996,NOLSM135527135,2,2,3,3,3,22333,71
997,NOLSM129521129,2,2,3,3,3,22333,85
998,NOLSM5882221,2,2,3,3,3,22333,81
999,NOLSM3781427378,2,2,3,3,3,22333,75
1000,NOLSM3401316,2,2,3,3,3,22333,31
1001,NOLSM438176,2,2,3,3,3,22333,103
1002,NOLSM132524132,2,2,3,3,3,22333,127
1003,NOLSM628247628,2,3,1,1,1,23111,66
1004,NOLSM414169,2,3,1,1,1,23111,162
1005,NOLSM15115,2,3,1,1,1,23111,116
1006,NOLSM764298,2,3,1,1,1,23111,6
1007,NOLSM3141217,2,3,1,1,1,23111,242
1008,NOLSM385157385,2,3,1,1,1,23111,62
1009,NOLSM5622122,2,3,1,1,1,23111,144
1010,NOLSM5121926,2,3,1,1,1,23111,72
1011,NOLSM214825,2,3,1,1,1,23111,99
1012,NOLSM813313,2,3,1,1,1,23111,96
1013,NOLSM6632515,2,3,1,1,1,23111,204
1014,NOLSM2631020,2,3,1,1,1,23111,50
1015,NOLSM16573,2,3,1,1,1,23111,61
1016,NOLSM3661415,2,3,1,1,1,23111,127
1017,NOLSM13661136,2,3,1,1,1,23111,105
1018,NOLSM382154382,2,3,1,1,1,23111,89
1019,NOLSM13964139,2,3,1,1,1,23111,199
1020,NOLSM6142320,2,3,1,1,1,23111,105
1021,NOLSM7142712,2,3,1,1,1,23111,102
1022,NOLSM14267142,2,3,1,1,1,23111,147
1023,NOLSM622241622,2,3,1,1,1,23111,219
1024,NOLSM379151379,2,3,1,1,1,23111,70
1025,NOLSM11254,2,3,1,1,1,23111,116
1026,NOLSM65311,2,3,1,1,1,23111,87
1027,NOLSM625244625,2,3,1,1,1,23111,51
1028,NOLSM461182,2,3,1,1,1,23111,36
1029,NOLSM623242623,2,3,1,2,2,23122,63
1030,NOLSM380152380,2,3,1,2,2,23122,107
1031,NOLSM626245626,2,3,1,2,2,23122,81
1032,NOLSM629248629,2,3,1,2,2,23122,48
1033,NOLSM13762137,2,3,1,2,2,23122,103
1034,NOLSM14065140,2,3,1,2,2,23122,99
1035,NOLSM386158386,2,3,1,2,2,23122,125
1036,NOLSM14368143,2,3,1,2,2,23122,94
1037,NOLSM383155383,2,3,1,2,2,23122,138
1038,NOLSM40213,2,3,1,3,3,23133,132
1039,NOLSM189727,2,3,1,3,3,23133,187
1040,NOLSM384156384,2,3,1,3,3,23133,154
1041,NOLSM3411317,2,3,1,3,3,23133,238
1042,NOLSM381153381,2,3,1,3,3,23133,77
1043,NOLSM738289,2,3,1,3,3,23133,192
1044,NOLSM2901120,2,3,1,3,3,23133,121
1045,NOLSM788305,2,3,1,3,3,23133,135
1046,NOLSM8373127,2,3,1,3,3,23133,207
1047,NOLSM4861827,2,3,1,3,3,23133,108
1048,NOLSM6872612,2,3,1,3,3,23133,141
1049,NOLSM13964,2,3,1,3,3,23133,199
1050,NOLSM14469144,2,3,1,3,3,23133,70
1051,NOLSM14166141,2,3,1,3,3,23133,131
1052,NOLSM387159387,2,3,1,3,3,23133,129
1053,NOLSM627246627,2,3,1,3,3,23133,33
1054,NOLSM624243624,2,3,1,3,3,23133,57
1055,NOLSM13863138,2,3,1,3,3,23133,102
1056,NOLSM3891511,2,3,1,3,3,23133,132
1057,NOLSM630249630,2,3,1,3,3,23133,90
1058,NOLSM145610145,2,3,2,1,1,23211,103
1059,NOLSM6372416637,2,3,2,1,1,23211,72
1060,NOLSM148613148,2,3,2,1,1,23211,76
1061,NOLSM3911513391,2,3,2,1,1,23211,117
1062,NOLSM6342413634,2,3,2,1,1,23211,48
1063,NOLSM3881510388,2,3,2,1,1,23211,85
1064,NOLSM3941516394,2,3,2,1,1,23211,55
1065,NOLSM6312410631,2,3,2,1,1,23211,126
1066,NOLSM151616151,2,3,2,1,1,23211,68
1067,NOLSM3421318,2,3,2,2,2,23222,173
1068,NOLSM6382417638,2,3,2,2,2,23222,102
1069,NOLSM3921514392,2,3,2,2,2,23222,110
1070,NOLSM149614149,2,3,2,2,2,23222,82
1071,NOLSM152617152,2,3,2,2,2,23222,83
1072,NOLSM66312,2,3,2,2,2,23222,155
1073,NOLSM3891511389,2,3,2,2,2,23222,132
1074,NOLSM8948,2,3,2,2,2,23222,167
1075,NOLSM146611146,2,3,2,2,2,23222,116
1076,NOLSM2911121,2,3,2,2,2,23222,96
1077,NOLSM2641021,2,3,2,2,2,23222,81
